ENSG00000003402	ENSG00000005381	ENSG00000007171	ENSG00000007908	ENSG00000008517	ENSG00000010610	ENSG00000011422	ENSG00000012223	ENSG00000019582	ENSG00000019991	ENSG00000023734	ENSG00000026508	ENSG00000028137	ENSG00000035862	ENSG00000047457	ENSG00000049167	ENSG00000049768	ENSG00000055332	ENSG00000056558	ENSG00000063176	ENSG00000067182	ENSG00000068079	ENSG00000072694	ENSG00000073060	ENSG00000073756	ENSG00000077942	ENSG00000084207	ENSG00000086991	ENSG00000087245	ENSG00000088832	ENSG00000090339	ENSG00000090659	ENSG00000091583	ENSG00000092009	ENSG00000092969	ENSG00000095303	ENSG00000095752	ENSG00000096395	ENSG00000099250	ENSG00000099985	ENSG00000099991	ENSG00000100292	ENSG00000100345	ENSG00000100448	ENSG00000100811	ENSG00000100985	ENSG00000101017	ENSG00000101439	ENSG00000101916	ENSG00000102245	ENSG00000102265	ENSG00000102575	ENSG00000102871	ENSG00000102962	ENSG00000102970	ENSG00000104368	ENSG00000104432	ENSG00000104918	ENSG00000105246	ENSG00000105329	ENSG00000106258	ENSG00000106366	ENSG00000107317	ENSG00000108342	ENSG00000108679	ENSG00000108691	ENSG00000109072	ENSG00000109471	ENSG00000110245	ENSG00000110448	ENSG00000110799	ENSG00000111424	ENSG00000111537	ENSG00000112115	ENSG00000112116	ENSG00000112715	ENSG00000113520	ENSG00000113525	ENSG00000113580	ENSG00000114013	ENSG00000115008	ENSG00000115414	ENSG00000115415	ENSG00000116044	ENSG00000116962	ENSG00000117560	ENSG00000118503	ENSG00000118515	ENSG00000118523	ENSG00000118785	ENSG00000120217	ENSG00000120885	ENSG00000120949	ENSG00000121594	ENSG00000122861	ENSG00000123838	ENSG00000125347	ENSG00000125538	ENSG00000125571	ENSG00000127318	ENSG00000127948	ENSG00000128604	ENSG00000128739	ENSG00000129465	ENSG00000130203	ENSG00000130427	ENSG00000131910	ENSG00000131981	ENSG00000132693	ENSG00000132703	ENSG00000136244	ENSG00000136634	ENSG00000136689	ENSG00000136869	ENSG00000137033	ENSG00000137101	ENSG00000137265	ENSG00000137462	ENSG00000137496	ENSG00000137673	ENSG00000137752	ENSG00000138378	ENSG00000138684	ENSG00000138722	ENSG00000138792	ENSG00000139193	ENSG00000139343	ENSG00000142166	ENSG00000143226	ENSG00000143365	ENSG00000143375	ENSG00000143546	ENSG00000143839	ENSG00000145192	ENSG00000145839	ENSG00000145901	ENSG00000148346	ENSG00000149294	ENSG00000149968	ENSG00000150782	ENSG00000152495	ENSG00000154277	ENSG00000156738	ENSG00000157601	ENSG00000158710	ENSG00000159640	ENSG00000160868	ENSG00000162594	ENSG00000162692	ENSG00000162711	ENSG00000162747	ENSG00000163106	ENSG00000163131	ENSG00000163220	ENSG00000163599	ENSG00000163600	ENSG00000163631	ENSG00000163737	ENSG00000164305	ENSG00000164330	ENSG00000164342	ENSG00000164399	ENSG00000164400	ENSG00000164485	ENSG00000164867	ENSG00000165841	ENSG00000166670	ENSG00000166710	ENSG00000166825	ENSG00000166888	ENSG00000168884	ENSG00000169067	ENSG00000169194	ENSG00000169896	ENSG00000170458	ENSG00000171564	ENSG00000171855	ENSG00000172115	ENSG00000172243	ENSG00000172270	ENSG00000174125	ENSG00000174175	ENSG00000174697	ENSG00000174842	ENSG00000177575	ENSG00000178562	ENSG00000178726	ENSG00000179344	ENSG00000182718	ENSG00000184216	ENSG00000184371	ENSG00000185187	ENSG00000185338	ENSG00000187266	ENSG00000187764	ENSG00000188389	ENSG00000189403	ENSG00000196154	ENSG00000196262	ENSG00000196415	ENSG00000196639	ENSG00000196664	ENSG00000197408	ENSG00000197561	ENSG00000197635	ENSG00000197646	ENSG00000197747	ENSG00000197766	ENSG00000197956	ENSG00000198001	ENSG00000198670	ENSG00000198793	ENSG00000203747	ENSG00000204531	ENSG00000205542	ENSG00000226979	ENSG00000232810	ENSG00000239732	ENSG00000240972	ENSG00000243955	ENSG00000257017	ENSG00000259384
ENSG00000112486	ENSG00000156234	ENSG00000160683	ENSG00000160791	ENSG00000161921	ENSG00000169245	ENSG00000183813	ENSG00000186810
ENSG00000048462	ENSG00000102524	ENSG00000159958	ENSG00000161955	ENSG00000240505
ENSG00000057663	ENSG00000083799	ENSG00000107201	ENSG00000115267	ENSG00000198408
ENSG00000000971	ENSG00000117322	ENSG00000177455	ENSG00000203710
ENSG00000102174	ENSG00000113578	ENSG00000118972	ENSG00000171105
ENSG00000079739	ENSG00000105220	ENSG00000177156
ENSG00000100342	ENSG00000261701
ENSG00000102967	ENSG00000128059
ENSG00000106348	ENSG00000178035
ENSG00000110080	ENSG00000176945
ENSG00000115758	ENSG00000181019
ENSG00000116218	ENSG00000161270
ENSG00000126759	ENSG00000243649
ENSG00000142748	ENSG00000165471
ENSG00000158813	ENSG00000198523
