#Linkers: 
#Core	Expansion
ENSG00000204463 ENSG00000204475	
ENSG00000005381 ENSG00000012223 ENSG00000015475 ENSG00000049130 ENSG00000065989 ENSG00000077092 ENSG00000078747 ENSG00000092009 ENSG00000100985 ENSG00000102265 ENSG00000104321 ENSG00000104368 ENSG00000105369 ENSG00000106366 ENSG00000108691 ENSG00000111199 ENSG00000112715 ENSG00000113448 ENSG00000115008 ENSG00000118113 ENSG00000120907 ENSG00000122194 ENSG00000125538 ENSG00000131759 ENSG00000132639 ENSG00000134363 ENSG00000136869 ENSG00000137462 ENSG00000137673 ENSG00000137745 ENSG00000137752 ENSG00000143631 ENSG00000147437 ENSG00000149131 ENSG00000149968 ENSG00000150594 ENSG00000150782 ENSG00000164251 ENSG00000164344 ENSG00000167723 ENSG00000167754 ENSG00000169429 ENSG00000170214 ENSG00000170458 ENSG00000172819 ENSG00000184160 ENSG00000184588 ENSG00000187498 ENSG00000187688 ENSG00000196126 ENSG00000196262 ENSG00000196611 ENSG00000196689 ENSG00000204287 ENSG00000277632	
ENSG00000111537 ENSG00000232810	
ENSG00000005421 ENSG00000138207	
ENSG00000157005 ENSG00000183695	
ENSG00000010610 ENSG00000179344 ENSG00000237541	
ENSG00000132693 ENSG00000136244 ENSG00000174697	
ENSG00000070031 ENSG00000146469	
