ENSG00000073417	ENSG00000095464	ENSG00000105650	ENSG00000112541	ENSG00000113448	ENSG00000123360	ENSG00000132915	ENSG00000133256	ENSG00000138735	ENSG00000139053	ENSG00000152270	ENSG00000154678	ENSG00000156973	ENSG00000160191	ENSG00000171408	ENSG00000172572	ENSG00000184588	ENSG00000185527	ENSG00000186642	ENSG00000205268
ENSG00000101162	ENSG00000123416	ENSG00000137267	ENSG00000137285	ENSG00000152086	ENSG00000167553	ENSG00000176014
ENSG00000005381	ENSG00000047457	ENSG00000059377	ENSG00000073756	ENSG00000095303	ENSG00000163106
ENSG00000092009	ENSG00000130234	ENSG00000143839	ENSG00000159640	ENSG00000180772	ENSG00000182220
ENSG00000120907	ENSG00000144891	ENSG00000151617	ENSG00000160951	ENSG00000170214	ENSG00000171873
ENSG00000043591	ENSG00000112164	ENSG00000125384	ENSG00000128271	ENSG00000170425
ENSG00000081248	ENSG00000102001	ENSG00000151067	ENSG00000157388
ENSG00000019186	ENSG00000111424	ENSG00000164749
ENSG00000145192	ENSG00000171105	ENSG00000182175
ENSG00000035862	ENSG00000156103
ENSG00000055917	ENSG00000188613
ENSG00000100170	ENSG00000163581
ENSG00000100253	ENSG00000133116
ENSG00000100665	ENSG00000167748
ENSG00000109424	ENSG00000175564
ENSG00000110080	ENSG00000139330
ENSG00000150594	ENSG00000184160
ENSG00000156006	ENSG00000158125
ENSG00000177575	ENSG00000257017
