ENSG00000001626	ENSG00000004939	ENSG00000008710	ENSG00000039068	ENSG00000069018	ENSG00000078401	ENSG00000088832	ENSG00000089597	ENSG00000092009	ENSG00000092969	ENSG00000097007	ENSG00000101336	ENSG00000102218	ENSG00000102265	ENSG00000102755	ENSG00000105329	ENSG00000106803	ENSG00000107593	ENSG00000108691	ENSG00000109062	ENSG00000109321	ENSG00000111640	ENSG00000112715	ENSG00000113140	ENSG00000113249	ENSG00000113520	ENSG00000117298	ENSG00000118523	ENSG00000118762	ENSG00000119630	ENSG00000130175	ENSG00000131620	ENSG00000131697	ENSG00000133116	ENSG00000133216	ENSG00000136160	ENSG00000141736	ENSG00000144061	ENSG00000146648	ENSG00000151617	ENSG00000161270	ENSG00000162692	ENSG00000162896	ENSG00000164111	ENSG00000166147	ENSG00000169194	ENSG00000169429	ENSG00000170927	ENSG00000174175	ENSG00000180871	ENSG00000182901	ENSG00000184304	ENSG00000184349	ENSG00000196611	ENSG00000197122	ENSG00000198087	ENSG00000198793	ENSG00000240583	ENSG00000254087	ENSG00000272398	ENSG00000277481
ENSG00000023228	ENSG00000065518	ENSG00000110717	ENSG00000115286	ENSG00000119421	ENSG00000125166	ENSG00000128609	ENSG00000131495	ENSG00000136521	ENSG00000137806	ENSG00000139180	ENSG00000140990	ENSG00000145494	ENSG00000147684	ENSG00000158864	ENSG00000160194	ENSG00000164258	ENSG00000165264	ENSG00000166136	ENSG00000167792	ENSG00000178127	ENSG00000183648	ENSG00000184752	ENSG00000184983	ENSG00000198695	ENSG00000198786	ENSG00000198886	ENSG00000198888	ENSG00000213619	ENSG00000267855
ENSG00000017427	ENSG00000101439	ENSG00000117984	ENSG00000132671	ENSG00000135744	ENSG00000139874	ENSG00000143839	ENSG00000144891	ENSG00000157005	ENSG00000159640	ENSG00000162009	ENSG00000164733	ENSG00000180616	ENSG00000254647	ENSG00000278195
ENSG00000000971	ENSG00000132693	ENSG00000136244	ENSG00000243649
ENSG00000100292	ENSG00000184371	ENSG00000206172	ENSG00000232810
ENSG00000107984	ENSG00000162337	ENSG00000167941
ENSG00000091879	ENSG00000154188
ENSG00000101144	ENSG00000128791
ENSG00000101200	ENSG00000126895
ENSG00000118898	ENSG00000167880
ENSG00000121858	ENSG00000164761
ENSG00000132849	ENSG00000163347
ENSG00000138207	ENSG00000163631
ENSG00000153707	ENSG00000170873
ENSG00000163586	ENSG00000186951
