index,protID,geneID,geneName,
2352,Q08493,ENSG00000105650,PDE4C,
2353,Q9NPC2,ENSG00000169427,KCNK9,
2354,Q15054,ENSG00000077514,POLD3,
2355,O43665,ENSG00000148908,RGS10,
2356,Q9HBY8,ENSG00000101049,SGK2,
2357,Q9BZE0,ENSG00000126603,GLIS2,
2358,P13224,ENSG00000203618,GP1BB,
2359,Q07343,ENSG00000184588,PDE4B,
2360,Q08495,ENSG00000158856,DMTN,
2361,O76054,ENSG00000100003,SEC14L2,
2362,Q86Z02,ENSG00000163349,HIPK1,
2363,O43164,ENSG00000198961,PJA2,
2364,Q92917,ENSG00000068394,GPKOW,
2365,Q9Y2K6,ENSG00000136878,USP20,
2366,Q9Y6D6,ENSG00000066777,ARFGEF1,
2367,P36955,ENSG00000132386,SERPINF1,
2368,Q9UII2,ENSG00000130770,ATPIF1,
2369,P00439,ENSG00000171759,PAH,
2370,P50895,ENSG00000187244,BCAM,
2371,P09917,ENSG00000012779,ALOX5,
2372,Q9HCR9,ENSG00000128655,PDE11A,
2373,O14921,ENSG00000127074,RGS13,
2374,O75716,ENSG00000115661,STK16,
2375,O43181,ENSG00000164258,NDUFS4,
2376,P48544,ENSG00000120457,KCNJ5,
2377,Q13576,ENSG00000145703,IQGAP2,
2378,P05093,ENSG00000148795,CYP17A1,
2379,Q86V87,ENSG00000158863,FAM160B2,
2380,P01892,,,
2381,Q9UH99,ENSG00000100242,SUN2,
2382,P17858,ENSG00000141959,PFKL,
2383,P17752,ENSG00000129167,TPH1,
2384,P16452,ENSG00000166947,EPB42,
2385,O94808,ENSG00000131459,GFPT2,
2386,P27105,ENSG00000148175,STOM,
2387,Q16613,ENSG00000129673,AANAT,
2388,P14410,ENSG00000090402,SI,
2389,P46020,ENSG00000067177,PHKA1,
2390,Q92777,ENSG00000157152,SYN2,
2391,P08236,ENSG00000169919,GUSB,
2392,O43150,ENSG00000151693,ASAP2,
2393,Q6PKG0,ENSG00000155506,LARP1,
2394,Q68EM7,ENSG00000140750,ARHGAP17,
2395,Q8NE63,ENSG00000160396,HIPK4,
2396,O94763,ENSG00000105176,URI1,
2397,P04035,ENSG00000113161,HMGCR,
2398,P20941,ENSG00000116703,PDC,
2399,Q9Y698,ENSG00000166862,CACNG2,
2400,Q86UN6,ENSG00000186471,AKAP14,
2401,Q9ULX6,ENSG00000011243,AKAP8L,
2402,Q96GN5,ENSG00000164649,CDCA7L,
2403,Q14500,ENSG00000184185,KCNJ12,
2404,Q9NQ31,ENSG00000166452,AKIP1,
2405,Q9BW27,ENSG00000125450,NUP85,
2406,Q9H814,ENSG00000164902,PHAX,
2407,O60240,ENSG00000166819,PLIN1,
2408,Q14151,ENSG00000130254,SAFB2,
2409,P50747,ENSG00000159267,HLCS,
2410,Q7LDG7,ENSG00000068831,RASGRP2,
2411,Q5VWQ0,ENSG00000081019,RSBN1,
2412,Q9Y5B6,ENSG00000159086,PAXBP1,
2413,Q8WVI7,ENSG00000150722,PPP1R1C,
2414,P54274,ENSG00000147601,TERF1,
2415,P54132,ENSG00000197299,BLM,
2416,Q9BVP2,ENSG00000163938,GNL3,
2417,Q96MF7,ENSG00000156831,NSMCE2,
2418,O60934,ENSG00000104320,NBN,
2419,Q9BXW9,ENSG00000144554,FANCD2,
2420,Q9UKT5,ENSG00000151876,FBXO4,
2421,Q9H2K2,ENSG00000107854,TNKS2,
2422,P52948,ENSG00000110713,NUP98,
2423,Q15436,ENSG00000100934,SEC23A,
2424,Q9UEW8,ENSG00000198648,STK39,
2425,O95832,ENSG00000163347,CLDN1,
2426,P55017,ENSG00000070915,SLC12A3,
2427,Q9UH77,ENSG00000146021,KLHL3,
2428,P57739,ENSG00000165376,CLDN2,
2429,P56696,ENSG00000117013,KCNQ4,
2430,Q01959,ENSG00000142319,SLC6A3,
2431,Q96IZ0,ENSG00000177425,PAWR,
2432,P35346,ENSG00000162009,SSTR5,
2433,P09471,ENSG00000087258,GNAO1,
2434,P29274,ENSG00000128271,ADORA2A,
2435,O14775,ENSG00000069966,GNB5,
2436,P04216,ENSG00000154096,THY1,
2437,P30307,ENSG00000158402,CDC25C,
2438,P50607,ENSG00000166402,TUB,
2439,P52333,ENSG00000105639,JAK3,
2440,P10747,ENSG00000178562,CD28,
2441,Q02763,ENSG00000120156,TEK,
2442,P08174,ENSG00000196352,CD55,
2443,Q96LC7,ENSG00000142512,SIGLEC10,
2444,P20138,ENSG00000105383,CD33,
2445,Q9BZS1,ENSG00000049768,FOXP3,
2446,Q6ISU1,ENSG00000171611,PTCRA,
2447,P08637,ENSG00000203747,FCGR3A,
2448,P20963,ENSG00000198821,CD247,
2449,P28907,ENSG00000004468,CD38,
2450,O14544,ENSG00000170677,SOCS6,
2451,P23743,ENSG00000065357,DGKA,
2452,Q9Y2R2,ENSG00000134242,PTPN22,
2453,Q9H204,ENSG00000118579,MED28,
2454,Q9HD43,ENSG00000080031,PTPRH,
2455,P52757,ENSG00000106069,CHN2,
2456,P07766,ENSG00000198851,CD3E,
2457,Q9BWW4,ENSG00000157216,SSBP3,
2458,Q9UNN4,ENSG00000242441,GTF2A1L,
2459,Q9Y3P8,ENSG00000137078,SIT1,
2460,P43628,ENSG00000243772,KIR2DL3,
2461,Q8N1K5,ENSG00000172673,THEMIS,
2462,P01732,ENSG00000153563,CD8A,
2463,P09326,ENSG00000117091,CD48,
2464,Q8IWV1,ENSG00000122188,LAX1,
2465,P10966,ENSG00000172116,CD8B,
2466,Q9NSC5,ENSG00000051128,HOMER3,
2467,O15164,ENSG00000122779,TRIM24,
2468,P49758,ENSG00000182732,RGS6,
2469,P31350,ENSG00000171848,RRM2,
2470,Q92769,ENSG00000196591,HDAC2,
2471,Q9UKT4,ENSG00000112029,FBXO5,
2472,Q15475,ENSG00000126778,SIX1,
2473,Q15672,ENSG00000122691,TWIST1,
2474,Q9UJX3,ENSG00000196510,ANAPC7,
2475,Q9NYG5,ENSG00000141552,ANAPC11,
2476,P62837,ENSG00000131508,UBE2D2,
2477,O00192,ENSG00000099889,ARVCF,
2478,P55060,ENSG00000124207,CSE1L,
2479,Q9UJX2,ENSG00000094880,CDC23,
2480,Q13042,ENSG00000130177,CDC16,
2481,O14522,ENSG00000196090,PTPRT,
2482,Q9BVG8,ENSG00000140859,KIFC3,
2483,Q75N03,ENSG00000105879,CBLL1,
2484,P38570,ENSG00000083457,ITGAE,
2485,Q6IQ23,ENSG00000166689,PLEKHA7,
2486,Q14697,ENSG00000089597,GANAB,
2487,Q13114,ENSG00000131323,TRAF3,
2488,P10301,ENSG00000126458,RRAS,
2489,P02511,ENSG00000109846,CRYAB,
2490,Q12824,ENSG00000099956,SMARCB1,
2491,Q9BXN2,ENSG00000172243,CLEC7A,
2492,Q68CZ2,ENSG00000136205,TNS3,
2493,Q96AE4,ENSG00000162613,FUBP1,
2494,Q6ZUJ8,ENSG00000155629,PIK3AP1,
2495,O15379,ENSG00000171720,HDAC3,
2496,P08887,ENSG00000160712,IL6R,
2497,P01112,ENSG00000174775,HRAS,
2498,P23246,ENSG00000116560,SFPQ,
2499,Q96MU7,ENSG00000083896,YTHDC1,
2500,P04198,ENSG00000134323,MYCN,
2501,Q13761,ENSG00000020633,RUNX3,
2502,Q16254,ENSG00000205250,E2F4,
2503,Q7L0Q8,ENSG00000116574,RHOU,
2504,O15056,ENSG00000078269,SYNJ2,
2505,Q01973,ENSG00000185483,ROR1,
2506,Q13077,ENSG00000056558,TRAF1,
2507,P10828,ENSG00000151090,THRB,
2508,Q8WWM7,ENSG00000168488,ATXN2L,
2509,Q9NZC7,ENSG00000186153,WWOX,
2510,P55196,ENSG00000130396,AFDN,
2511,Q03181,ENSG00000112033,PPARD,
2512,Q9Y2W2,ENSG00000084463,WBP11,
2513,Q9UGK3,ENSG00000178078,STAP2,
2514,Q92945,ENSG00000088247,KHSRP,
2515,P08962,ENSG00000135404,CD63,
2516,P09327,ENSG00000127831,VIL1,
2517,Q9C004,ENSG00000187678,SPRY4,
2518,P06454,ENSG00000187514,PTMA,
2519,P08922,ENSG00000047936,ROS1,
2520,P35916,ENSG00000037280,FLT4,
2521,Q9Y6Q6,ENSG00000141655,TNFRSF11A,
2522,Q92734,ENSG00000114354,TFG,
2523,O43597,ENSG00000136158,SPRY2,
2524,O43613,ENSG00000121764,HCRTR1,
2525,Q5VWX1,ENSG00000112232,KHDRBS2,
2526,O00560,ENSG00000137575,SDCBP,
2527,Q9Y2X7,ENSG00000108262,GIT1,
2528,Q969H4,ENSG00000142675,CNKSR1,
2529,P52799,ENSG00000125266,EFNB2,
2530,O15146,ENSG00000030304,MUSK,
2531,P16662,ENSG00000171234,UGT2B7,
2532,Q9Y5S8,ENSG00000007952,NOX1,
2533,P54753,ENSG00000182580,EPHB3,
2534,P25092,ENSG00000070019,GUCY2C,
2535,Q9Y2T4,ENSG00000074211,PPP2R2C,
2536,P11488,ENSG00000114349,GNAT1,
2537,P36544,ENSG00000175344,CHRNA7,
2538,P11413,ENSG00000160211,G6PD,
2539,P15036,ENSG00000157557,ETS2,
2540,P18545,ENSG00000185527,PDE6G,
2541,O00254,ENSG00000164220,F2RL2,
2542,Q8IZL8,ENSG00000141456,PELP1,
2543,P08727,ENSG00000171345,KRT19,
2544,Q9H5V8,ENSG00000163814,CDCP1,
2545,P11511,ENSG00000137869,CYP19A1,
2546,Q9NZQ3,ENSG00000213672,NCKIPSD,
2547,P48167,ENSG00000109738,GLRB,
2548,P29320,ENSG00000044524,EPHA3,
2549,Q15257,ENSG00000119383,PTPA,
2550,P05106,ENSG00000259207,ITGB3,
2551,Q14721,ENSG00000158445,KCNB1,
2552,P01350,ENSG00000184502,GAST,
2553,Q9Y3Q4,ENSG00000138622,HCN4,
2554,Q9Y2W1,ENSG00000054118,THRAP3,
2555,P42681,ENSG00000074966,TXK,
2556,P52655,ENSG00000165417,GTF2A1,
2557,Q99961,ENSG00000141985,SH3GL1,
2558,Q16825,ENSG00000070778,PTPN21,
2559,Q96P31,ENSG00000160856,FCRL3,
2560,P53801,ENSG00000183255,PTTG1IP,
2561,A1X283,ENSG00000174705,SH3PXD2B,
2562,P19404,ENSG00000178127,NDUFV2,
2563,Q02153,ENSG00000061918,GUCY1B3,
2564,Q8IXH7,ENSG00000101158,NELFCD,
2565,Q16595,ENSG00000165060,FXN,
2566,Q15417,ENSG00000117519,CNN3,
2567,P57737,ENSG00000262246,CORO7,
2568,Q9H7P9,ENSG00000090924,PLEKHG2,
2569,Q96KG7,ENSG00000145794,MEGF10,
2570,Q96TC7,ENSG00000137824,RMDN3,
2571,P35790,ENSG00000110721,CHKA,
2572,Q92845,ENSG00000075945,KIFAP3,
2573,Q9NV92,ENSG00000102471,NDFIP2,
2574,P11277,ENSG00000070182,SPTB,
2575,P07315,ENSG00000163254,CRYGC,
2576,Q13232,ENSG00000103024,NME3,
2577,P07316,ENSG00000182187,CRYGB,
2578,P62807,ENSG00000273802,HIST1H2BG,
2579,Q9NYF8,ENSG00000029363,BCLAF1,
2580,P01889,ENSG00000234745,HLA-B,
2581,O95394,ENSG00000013375,PGM3,
2582,O15446,ENSG00000117877,CD3EAP,
2583,O43281,ENSG00000100842,EFS,
2584,Q5TCZ1,ENSG00000107957,SH3PXD2A,
2585,P41231,ENSG00000175591,P2RY2,
2586,A6NMY6,ENSG00000231991,ANXA2P2,
2587,Q8IVP5,ENSG00000069509,FUNDC1,
2588,Q6UB99,ENSG00000167522,ANKRD11,
2589,P51809,ENSG00000124333,VAMP7,
2590,P31040,ENSG00000073578,SDHA,
2591,Q9BXP5,ENSG00000087087,SRRT,
2592,P30481,ENSG00000228964,HLA-B,
2593,Q15669,ENSG00000168421,RHOH,
2594,Q13435,ENSG00000087365,SF3B2,
2595,Q8N5H7,ENSG00000095370,SH2D3C,
2596,P04234,ENSG00000167286,CD3D,
2597,P13945,ENSG00000188778,ADRB3,
2598,O94887,ENSG00000006607,FARP2,
2599,P21917,ENSG00000069696,DRD4,
2600,P98175,ENSG00000182872,RBM10,
2601,P03891,ENSG00000198763,MT-ND2,
2602,Q9P126,ENSG00000165682,CLEC1B,
2603,Q9UPT8,ENSG00000130749,ZC3H4,
2604,P40198,ENSG00000170956,CEACAM3,
2605,Q9NR82,ENSG00000185760,KCNQ5,
2606,Q8NET5,ENSG00000235568,NFAM1,
2607,Q9UBY0,ENSG00000115616,SLC9A2,
2608,Q04826,ENSG00000206450,HLA-B,
2609,P51665,ENSG00000103035,PSMD7,
2610,Q9Y5K5,ENSG00000116750,UCHL5,
2611,P60896,ENSG00000127922,SEM1,
2612,P25788,ENSG00000100567,PSMA3,
2613,P35998,ENSG00000161057,PSMC2,
2614,P28074,ENSG00000100804,PSMB5,
2615,P62191,ENSG00000100764,PSMC1,
2616,Q99460,ENSG00000173692,PSMD1,
2617,O43242,ENSG00000108344,PSMD3,
2618,P28066,ENSG00000143106,PSMA5,
2619,O00232,ENSG00000197170,PSMD12,
2620,Q9UNM6,ENSG00000185627,PSMD13,
2621,P62333,ENSG00000100519,PSMC6,
2622,Q13200,ENSG00000175166,PSMD2,
2623,O00231,ENSG00000108671,PSMD11,
2624,P49720,ENSG00000277791,PSMB3,
2625,P40306,ENSG00000205220,PSMB10,
2626,Q16401,ENSG00000095261,PSMD5,
2627,P28065,ENSG00000240065,PSMB9,
2628,P43686,ENSG00000013275,PSMC4,
2629,Q99436,ENSG00000136930,PSMB7,
2630,P28072,ENSG00000142507,PSMB6,
2631,P28062,ENSG00000204264,PSMB8,
2632,P48556,ENSG00000099341,PSMD8,
2633,P25786,ENSG00000129084,PSMA1,
2634,Q15008,ENSG00000163636,PSMD6,
2635,P20618,ENSG00000008018,PSMB1,
2636,P49721,ENSG00000126067,PSMB2,
2637,O75832,ENSG00000101843,PSMD10,
2638,Q9BRP4,ENSG00000175575,PAAF1,
2639,O00487,ENSG00000115233,PSMD14,
2640,Q9P212,ENSG00000138193,PLCE1,
2641,P16473,ENSG00000165409,TSHR,
2642,P50052,ENSG00000180772,AGTR2,
2643,P55085,ENSG00000164251,F2RL1,
2644,P30550,ENSG00000126010,GRPR,
2645,P28223,ENSG00000102468,HTR2A,
2646,P28335,ENSG00000147246,HTR2C,
2647,Q99500,ENSG00000213694,S1PR3,
2648,P34995,ENSG00000160951,PTGER1,
2649,P28336,ENSG00000135577,NMBR,
2650,P32238,ENSG00000163394,CCKAR,
2651,O95136,ENSG00000267534,S1PR2,
2652,P43657,ENSG00000139679,LPAR6,
2653,P41595,ENSG00000135914,HTR2B,
2654,P50406,ENSG00000158748,HTR6,
2655,Q9NPQ8,ENSG00000177963,RIC8A,
2656,Q96GC9,ENSG00000062716,VMP1,
2657,O95049,ENSG00000105289,TJP3,
2658,P36383,ENSG00000182963,GJC1,
2659,Q9P2M7,ENSG00000143375,CGN,
2660,Q9Y5S2,ENSG00000198752,CDC42BPB,
2661,P57087,ENSG00000154721,JAM2,
2662,Q9BX67,ENSG00000166086,JAM3,
2663,Q9NPG3,ENSG00000118900,UBN1,
2664,P48165,ENSG00000121634,GJA8,
2665,Q9Y5I7,ENSG00000113946,CLDN16,
2666,P56748,ENSG00000156284,CLDN8,
2667,O00501,ENSG00000184113,CLDN5,
2668,P56747,ENSG00000184697,CLDN6,
2669,O60602,ENSG00000187554,TLR5,
2670,Q9NRA0,ENSG00000063176,SPHK2,
2671,Q96QB1,ENSG00000164741,DLC1,
2672,Q99814,ENSG00000116016,EPAS1,
2673,P02795,ENSG00000125148,MT2A,
2674,P48426,ENSG00000150867,PIP4K2A,
2675,Q9Y5P4,ENSG00000113163,COL4A3BP,
2676,P22059,ENSG00000110048,OSBP,
2677,P53367,ENSG00000164144,ARFIP1,
2678,Q9Y3E5,ENSG00000141378,PTRH2,
2679,O75628,ENSG00000088320,REM1,
2680,O15273,ENSG00000173991,TCAP,
2681,Q5JWF2,ENSG00000087460,GNAS,
2682,Q9UP38,ENSG00000157240,FZD1,
2683,P34981,ENSG00000174417,TRHR,
2684,Q01974,ENSG00000169071,ROR2,
2685,Q9BXR5,ENSG00000174123,TLR10,
2686,O75676,ENSG00000162302,RPS6KA4,
2687,P51587,ENSG00000139618,BRCA2,
2688,Q14315,ENSG00000128591,FLNC,
2689,O75369,ENSG00000136068,FLNB,
2690,Q15399,ENSG00000174125,TLR1,
2691,O95163,ENSG00000070061,ELP1,
2692,Q9BZW7,ENSG00000135951,TSGA10,
2693,P30988,ENSG00000004948,CALCR,
2694,Q96Q27,ENSG00000100628,ASB2,
2695,Q9UK32,ENSG00000072133,RPS6KA6,
2696,Q86SQ0,ENSG00000144824,PHLDB2,
2697,Q8WUP2,ENSG00000162458,FBLIM1,
2698,Q96JY6,ENSG00000120913,PDLIM2,
2699,Q8IY22,ENSG00000153815,CMIP,
2700,Q96LW2,,,
2701,Q9ULV1,ENSG00000174804,FZD4,
2702,O15439,ENSG00000125257,ABCC4,
2703,Q9BXI6,ENSG00000099992,TBC1D10A,
2704,P43250,ENSG00000198055,GRK6,
2705,P40879,ENSG00000091138,SLC26A3,
2706,P47900,ENSG00000169860,P2RY1,
2707,P48764,ENSG00000066230,SLC9A3,
2708,Q2Y0W8,ENSG00000050438,SLC4A8,
2709,P12271,ENSG00000140522,RLBP1,
2710,Q8IVM8,ENSG00000149742,SLC22A9,
2711,P18848,ENSG00000128272,ATF4,
2712,Q9BY44,ENSG00000144895,EIF2A,
2713,Q13489,ENSG00000023445,BIRC3,
2714,Q13490,ENSG00000110330,BIRC2,
2715,P11021,ENSG00000044574,HSPA5,
2716,P30825,ENSG00000139514,SLC7A1,
2717,O14727,ENSG00000120868,APAF1,
2718,Q13217,ENSG00000102580,DNAJC3,
2719,Q14145,ENSG00000079999,KEAP1,
2720,P49450,ENSG00000115163,CENPA,
2721,Q02224,ENSG00000138778,CENPE,
2722,P51828,ENSG00000121281,ADCY7,
2723,Q86XR7,ENSG00000243414,TICAM2,
2724,P21796,ENSG00000213585,VDAC1,
2725,Q92993,ENSG00000172977,KAT5,
2726,P24001,ENSG00000008517,IL32,
2727,P53618,ENSG00000129083,COPB1,
2728,P23975,ENSG00000103546,SLC6A2,
2729,Q99426,ENSG00000105254,TBCB,
2730,P48751,ENSG00000114923,SLC4A3,
2731,P04264,ENSG00000167768,KRT1,
2732,Q9UKX2,ENSG00000125414,MYH2,
2733,Q16612,ENSG00000134986,NREP,
2734,Q9H9S0,ENSG00000111704,NANOG,
2735,Q9HAW7,ENSG00000244122,UGT1A7,
2736,P51911,ENSG00000130176,CNN1,
2737,P52789,ENSG00000159399,HK2,
2738,P35606,ENSG00000184432,COPB2,
2739,P07858,ENSG00000164733,CTSB,
2740,P50616,ENSG00000141232,TOB1,
2741,P36405,ENSG00000138175,ARL3,
2742,P01308,ENSG00000254647,INS,
2743,Q9UIQ6,ENSG00000113441,LNPEP,
2744,Q16836,ENSG00000138796,HADH,
2745,Q8NEF9,ENSG00000151304,SRFBP1,
2746,O75674,ENSG00000141198,TOM1L1,
2747,Q12860,ENSG00000018236,CNTN1,
2748,Q13748,ENSG00000198033,TUBA3C,
2749,A8K4G0,ENSG00000178789,CD300LB,
2750,P23229,ENSG00000091409,ITGA6,
2751,O14559,ENSG00000004777,ARHGAP33,
2752,Q9NQC3,ENSG00000115310,RTN4,
2753,Q8TDQ1,ENSG00000186074,CD300LF,
2754,Q9NZA1,ENSG00000112782,CLIC5,
2755,Q01628,ENSG00000142089,IFITM3,
2756,P43146,ENSG00000187323,DCC,
2757,Q8N3X1,ENSG00000109920,FNBP4,
2758,Q14254,ENSG00000132589,FLOT2,
2759,P20916,ENSG00000105695,MAG,
2760,P43121,ENSG00000076706,MCAM,
2761,P06734,ENSG00000104921,FCER2,
2762,Q8IZP0,ENSG00000136754,ABI1,
2763,P01210,ENSG00000181195,PENK,
2764,P04843,ENSG00000163902,RPN1,
2765,Q5T9L3,ENSG00000116729,WLS,
2766,O60437,ENSG00000118898,PPL,
2767,Q9UDY4,ENSG00000162616,DNAJB4,
2768,P04921,ENSG00000136732,GYPC,
2769,O75821,ENSG00000130811,EIF3G,
2770,Q03167,ENSG00000069702,TGFBR3,
2771,P17813,ENSG00000106991,ENG,
2772,Q495A1,ENSG00000181847,TIGIT,
2773,Q9BY84,ENSG00000111266,DUSP16,
2774,Q96NX5,ENSG00000008118,CAMK1G,
2775,Q9H422,ENSG00000110422,HIPK3,
2776,Q8TEY7,ENSG00000077254,USP33,
2777,P41222,ENSG00000107317,PTGDS,
2778,Q86VI4,ENSG00000104341,LAPTM4B,
2779,P35754,ENSG00000173221,GLRX,
2780,P10912,ENSG00000112964,GHR,
2781,P29376,ENSG00000062524,LTK,
2782,Q16288,ENSG00000140538,NTRK3,
2783,Q96ST3,ENSG00000169375,SIN3A,
2784,Q99584,ENSG00000189171,S100A13,
2785,Q7L0J3,ENSG00000159164,SV2A,
2786,Q15878,ENSG00000198216,CACNA1E,
2787,Q8WXE9,ENSG00000140022,STON2,
2788,P40616,ENSG00000120805,ARL1,
2789,Q7L1I2,ENSG00000185518,SV2B,
2790,P02452,ENSG00000108821,COL1A1,
2791,P17301,ENSG00000164171,ITGA2,
2792,P08123,ENSG00000164692,COL1A2,
2793,P03956,ENSG00000196611,MMP1,
2794,Q08722,ENSG00000196776,CD47,
2795,P98160,ENSG00000142798,HSPG2,
2796,P25391,ENSG00000101680,LAMA1,
2797,Q86VP3,ENSG00000179364,PACS2,
2798,P56524,ENSG00000068024,HDAC4,
2799,O75663,ENSG00000143155,TIPRL,
2800,Q9H2X6,ENSG00000064393,HIPK2,
2801,P48552,ENSG00000180530,NRIP1,
2802,Q9UDY8,ENSG00000172175,MALT1,
2803,O95999,ENSG00000142867,BCL10,
2804,P61088,ENSG00000177889,UBE2N,
2805,O15304,ENSG00000184990,SIVA1,
2806,Q9BX10,ENSG00000172432,GTPBP2,
2807,Q969U6,ENSG00000159069,FBXW5,
2808,Q8N5C8,ENSG00000157625,TAB3,
2809,Q96FA3,ENSG00000197329,PELI1,
2810,P04350,ENSG00000104833,TUBB4A,
2811,Q13885,ENSG00000137267,TUBB2A,
2812,O00463,ENSG00000082512,TRAF5,
2813,O94885,ENSG00000111961,SASH1,
2814,Q9BVA1,ENSG00000137285,TUBB2B,
2815,O75477,ENSG00000107566,ERLIN1,
2816,Q9HAT8,ENSG00000139946,PELI2,
2817,Q96EX3,ENSG00000119333,WDR34,
2818,Q9C0K7,ENSG00000082146,STRADB,
2819,Q7L7X3,ENSG00000160551,TAOK1,
2820,O43541,ENSG00000137834,SMAD6,
2821,Q8N2H9,ENSG00000174516,PELI3,
2822,O95819,ENSG00000071054,MAP4K4,
2823,P34931,ENSG00000204390,HSPA1L,
2824,P23396,ENSG00000149273,RPS3,
2825,O43734,ENSG00000056972,TRAF3IP2,
2826,Q13075,ENSG00000249437,NAIP,
2827,O00743,ENSG00000119414,PPP6C,
2828,Q5SGD2,ENSG00000163590,PPM1L,
2829,P38646,ENSG00000113013,HSPA9,
2830,Q86VZ6,ENSG00000153814,JAZF1,
2831,Q96BK5,ENSG00000254093,PINX1,
2832,P13942,ENSG00000204248,COL11A2,
2833,P05388,ENSG00000089157,RPLP0,
2834,O43809,ENSG00000167005,NUDT21,
2835,P14868,ENSG00000115866,DARS,
2836,Q6EEV6,ENSG00000177688,SUMO4,
2837,Q08170,ENSG00000116350,SRSF4,
2838,P41252,ENSG00000196305,IARS,
2839,Q96EP0,ENSG00000092098,RNF31,
2840,Q9BWF2,ENSG00000183763,TRAIP,
2841,Q15554,ENSG00000132604,TERF2,
2842,Q9BSI4,ENSG00000092330,TINF2,
2843,Q9H816,ENSG00000118655,DCLRE1B,
2844,Q9NYB0,ENSG00000166848,TERF2IP,
2845,O96017,ENSG00000183765,CHEK2,
2846,Q9HBW0,ENSG00000064547,LPAR2,
2847,P51790,ENSG00000109572,CLCN3,
2848,Q05066,ENSG00000184895,SRY,
2849,O00592,ENSG00000128567,PODXL,
2850,Q9H089,ENSG00000041802,LSG1,
2851,Q16584,ENSG00000173327,MAP3K11,
2852,O14782,ENSG00000084731,KIF3C,
2853,Q9UKI8,ENSG00000198586,TLK1,
2854,Q9BV40,ENSG00000118640,VAMP8,
2855,O43752,ENSG00000135823,STX6,
2856,P25774,ENSG00000163131,CTSS,
2857,P26951,ENSG00000185291,IL3RA,
2858,P42702,ENSG00000113594,LIFR,
2859,P16581,ENSG00000007908,SELE,
2860,Q9UM73,ENSG00000171094,ALK,
2861,P63211,ENSG00000127928,GNGT1,
2862,Q03701,ENSG00000115816,CEBPZ,
2863,P16520,ENSG00000111664,GNB3,
2864,O60641,ENSG00000065609,SNAP91,
2865,Q13470,ENSG00000174292,TNK1,
2866,Q7Z5R6,ENSG00000077420,APBB1IP,
2867,Q96PL5,ENSG00000164010,ERMAP,
2868,P54920,ENSG00000105402,NAPA,
2869,O15400,ENSG00000079950,STX7,
2870,O14653,ENSG00000108433,GOSR2,
2871,Q9H6Z9,ENSG00000129521,EGLN3,
2872,Q9GZT9,ENSG00000135766,EGLN1,
2873,P01009,ENSG00000197249,SERPINA1,
2874,Q9UBV2,ENSG00000071537,SEL1L,
2875,Q9H295,ENSG00000164935,DCSTAMP,
2876,O95741,ENSG00000100884,CPNE6,
2877,Q9UL46,ENSG00000100911,PSME2,
2878,Q06323,ENSG00000092010,PSME1,
2879,Q92530,ENSG00000125818,PSMF1,
2880,Q9Y244,ENSG00000132963,POMP,
2881,Q15022,ENSG00000178691,SUZ12,
2882,Q92833,ENSG00000008083,JARID2,
2883,Q9H9B1,ENSG00000181090,EHMT1,
2884,P52952,ENSG00000183072,NKX2-5,
2885,Q15047,ENSG00000143379,SETDB1,
2886,O43557,ENSG00000125735,TNFSF14,
2887,P36941,ENSG00000111321,LTBR,
2888,O95407,ENSG00000243509,TNFRSF6B,
2889,Q92956,ENSG00000157873,TNFRSF14,
2890,Q06330,ENSG00000168214,RBPJ,
2891,P41182,ENSG00000113916,BCL6,
2892,P06401,ENSG00000082175,PGR,
2893,Q01196,ENSG00000159216,RUNX1,
2894,O75469,ENSG00000144852,NR1I2,
2895,Q96T58,ENSG00000065526,SPEN,
2896,P10826,ENSG00000077092,RARB,
2897,P13631,ENSG00000172819,RARG,
2898,P10827,ENSG00000126351,THRA,
2899,Q13573,ENSG00000100603,SNW1,
2900,Q86X95,ENSG00000138433,CIR1,
2901,Q9C0J9,ENSG00000123095,BHLHE41,
2902,Q9H334,ENSG00000114861,FOXP1,
2903,O43432,ENSG00000075151,EIF4G3,
2904,P60842,ENSG00000161960,EIF4A1,
2905,P11940,ENSG00000070756,PABPC1,
2906,Q14240,ENSG00000156976,EIF4A2,
2907,Q9BUB5,ENSG00000079277,MKNK1,
2908,Q6P2M8,ENSG00000130822,PNCK,
2909,Q9NRG4,ENSG00000143499,SMYD2,
2910,O75197,ENSG00000162337,LRP5,
2911,Q8NCW0,ENSG00000131650,KREMEN2,
2912,Q96MU8,ENSG00000183762,KREMEN1,
2913,P49711,ENSG00000102974,CTCF,
2914,O43189,ENSG00000112511,PHF1,
2915,Q9BVC4,ENSG00000167965,MLST8,
2916,Q14258,ENSG00000121060,TRIM25,
2917,O00571,ENSG00000215301,DDX3X,
2918,P55265,ENSG00000160710,ADAR,
2919,Q9BQA1,ENSG00000116455,WDR77,
2920,Q13619,ENSG00000139842,CUL4A,
2921,P24864,ENSG00000105173,CCNE1,
2922,Q03164,ENSG00000118058,KMT2A,
2923,P78396,ENSG00000133101,CCNA1,
2924,P20248,ENSG00000145386,CCNA2,
2925,P10914,ENSG00000125347,IRF1,
2926,P30281,ENSG00000112576,CCND3,
2927,Q9UNH5,ENSG00000079335,CDC14A,
2928,Q9UKX7,ENSG00000093000,NUP50,
2929,O96020,ENSG00000175305,CCNE2,
2930,Q86WX3,ENSG00000187051,RPS19BP1,
